Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
139	Pierre Autier	163	Raimond Barrau	223	Undirected												
139	Pierre Autier	470	Philippe de Coustaussa	223	Undirected												
139	Pierre Autier	611	Guillaume Falquet	223	Undirected												
139	Pierre Autier	745	Bernard Gasc	223	Undirected												
139	Pierre Autier	1273	André de Prades	223	Undirected												
139	Pierre Autier	1441	Pierre Sans	223	Undirected												
139	Pierre Autier	1515	Raimonde Teisseyre	223	Undirected												
140	Jacques Autier	161	Durand Barrau	223	Undirected												
140	Jacques Autier	163	Raimond Barrau	223	Undirected												
140	Jacques Autier	470	Philippe de Coustaussa	223	Undirected												
140	Jacques Autier	611	Guillaume Falquet	223	Undirected												
140	Jacques Autier	745	Bernard Gasc	223	Undirected												
140	Jacques Autier	1273	André de Prades	223	Undirected												
140	Jacques Autier	1441	Pierre Sans	223	Undirected												
140	Jacques Autier	1515	Raimonde Teisseyre	223	Undirected												
161	Durand Barrau	163	Raimond Barrau	223	Undirected												
161	Durand Barrau	470	Philippe de Coustaussa	223	Undirected												
161	Durand Barrau	611	Guillaume Falquet	223	Undirected												
161	Durand Barrau	745	Bernard Gasc	223	Undirected												
161	Durand Barrau	1273	André de Prades	223	Undirected												
161	Durand Barrau	1441	Pierre Sans	223	Undirected												
161	Durand Barrau	1515	Raimonde Teisseyre	223	Undirected												
163	Raimond Barrau	470	Philippe de Coustaussa	223	Undirected												
163	Raimond Barrau	611	Guillaume Falquet	223	Undirected												
163	Raimond Barrau	745	Bernard Gasc	223	Undirected												
163	Raimond Barrau	1273	André de Prades	223	Undirected												
163	Raimond Barrau	1441	Pierre Sans	223	Undirected												
163	Raimond Barrau	1515	Raimonde Teisseyre	223	Undirected												
470	Philippe de Coustaussa	611	Guillaume Falquet	223	Undirected												
470	Philippe de Coustaussa	745	Bernard Gasc	223	Undirected												
470	Philippe de Coustaussa	1273	André de Prades	223	Undirected												
470	Philippe de Coustaussa	1441	Pierre Sans	223	Undirected												
470	Philippe de Coustaussa	1515	Raimonde Teisseyre	223	Undirected												
611	Guillaume Falquet	745	Bernard Gasc	223	Undirected												
611	Guillaume Falquet	1273	André de Prades	223	Undirected												
611	Guillaume Falquet	1441	Pierre Sans	223	Undirected												
611	Guillaume Falquet	1515	Raimonde Teisseyre	223	Undirected												
745	Bernard Gasc	1273	André de Prades	223	Undirected												
745	Bernard Gasc	1441	Pierre Sans	223	Undirected												
745	Bernard Gasc	1515	Raimonde Teisseyre	223	Undirected												
1273	André de Prades	1441	Pierre Sans	223	Undirected												
1273	André de Prades	1515	Raimonde Teisseyre	223	Undirected												
1441	Pierre Sans	1515	Raimonde Teisseyre	223	Undirected												
188	Ponce d'en Bayle	470	Philippe de Coustaussa	229	Undirected				incorrect altogether			m					
188	Ponce d'en Bayle	1334	Ponce de na Rica	229	Undirected				correct			m					
470	Philippe de Coustaussa	1334	Ponce de na Rica	229	Undirected				incorrect altogether			m					
611	Guillaume Falquet	188	Ponce d'en Bayle	229	Undirected				missing altogether due to the inconsistent method of the index		The name of this culpa's subject not mentioned explicitly at this page, so the editor does not put the page in the name index.	m					
611	Guillaume Falquet	470	Philippe de Coustaussa	229	Undirected				missing here due to the inconsistent method of the index but present elsewhere		The name of this culpa's subject not mentioned explicitly at this page, so the editor does not put the page in the name index.	m					
611	Guillaume Falquet	1334	Ponce de na Rica	229	Undirected				missing altogether due to the inconsistent method of the index		The name of this culpa's subject not mentioned explicitly at this page, so the editor does not put the page in the name index.	m					
123	Bernard Audouy	139	Pierre Autier	231	Undirected												
123	Bernard Audouy	140	Jacques Autier	231	Undirected												
123	Bernard Audouy	143	Guillaume Autier	231	Undirected												
123	Bernard Audouy	188	Ponce d'en Bayle	231	Undirected												
123	Bernard Audouy	316	Aude Bourrel	231	Undirected												
123	Bernard Audouy	470	Philippe de Coustaussa	231	Undirected												
123	Bernard Audouy	775	Mathieu Germain	231	Undirected												
123	Bernard Audouy	904	Raimond Isarn	231	Undirected												
123	Bernard Audouy	1025	Raimond Maistre	231	Undirected												
123	Bernard Audouy	1207	Amiel de Perles	231	Undirected												
123	Bernard Audouy	1273	André de Prades	231	Undirected												
123	Bernard Audouy	1334	Ponce de na Rica	231	Undirected												
123	Bernard Audouy	1419	Guillaume Salès	231	Undirected												
123	Bernard Audouy	1451	Pierre Raimond Sartre	231	Undirected												
123	Bernard Audouy	1579	Raimond Verdun	231	Undirected												
139	Pierre Autier	140	Jacques Autier	231	Undirected												
139	Pierre Autier	143	Guillaume Autier	231	Undirected												
139	Pierre Autier	188	Ponce d'en Bayle	231	Undirected												
139	Pierre Autier	316	Aude Bourrel	231	Undirected												
139	Pierre Autier	470	Philippe de Coustaussa	231	Undirected												
139	Pierre Autier	775	Mathieu Germain	231	Undirected												
139	Pierre Autier	904	Raimond Isarn	231	Undirected												
139	Pierre Autier	1025	Raimond Maistre	231	Undirected												
139	Pierre Autier	1207	Amiel de Perles	231	Undirected												
139	Pierre Autier	1273	André de Prades	231	Undirected												
139	Pierre Autier	1334	Ponce de na Rica	231	Undirected												
139	Pierre Autier	1419	Guillaume Salès	231	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	231	Undirected												
139	Pierre Autier	1579	Raimond Verdun	231	Undirected												
140	Jacques Autier	143	Guillaume Autier	231	Undirected												
140	Jacques Autier	188	Ponce d'en Bayle	231	Undirected												
140	Jacques Autier	316	Aude Bourrel	231	Undirected												
140	Jacques Autier	470	Philippe de Coustaussa	231	Undirected												
140	Jacques Autier	775	Mathieu Germain	231	Undirected												
140	Jacques Autier	904	Raimond Isarn	231	Undirected												
140	Jacques Autier	1025	Raimond Maistre	231	Undirected												
140	Jacques Autier	1207	Amiel de Perles	231	Undirected												
140	Jacques Autier	1273	André de Prades	231	Undirected												
140	Jacques Autier	1334	Ponce de na Rica	231	Undirected												
140	Jacques Autier	1419	Guillaume Salès	231	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	231	Undirected												
140	Jacques Autier	1579	Raimond Verdun	231	Undirected												
143	Guillaume Autier	188	Ponce d'en Bayle	231	Undirected												
143	Guillaume Autier	316	Aude Bourrel	231	Undirected												
143	Guillaume Autier	470	Philippe de Coustaussa	231	Undirected												
143	Guillaume Autier	775	Mathieu Germain	231	Undirected												
143	Guillaume Autier	904	Raimond Isarn	231	Undirected												
143	Guillaume Autier	1025	Raimond Maistre	231	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	231	Undirected												
143	Guillaume Autier	1273	André de Prades	231	Undirected												
143	Guillaume Autier	1334	Ponce de na Rica	231	Undirected												
143	Guillaume Autier	1419	Guillaume Salès	231	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	231	Undirected												
143	Guillaume Autier	1579	Raimond Verdun	231	Undirected												
188	Ponce d'en Bayle	316	Aude Bourrel	231	Undirected												
188	Ponce d'en Bayle	470	Philippe de Coustaussa	231	Undirected												
188	Ponce d'en Bayle	775	Mathieu Germain	231	Undirected												
188	Ponce d'en Bayle	904	Raimond Isarn	231	Undirected												
188	Ponce d'en Bayle	1025	Raimond Maistre	231	Undirected												
188	Ponce d'en Bayle	1207	Amiel de Perles	231	Undirected												
188	Ponce d'en Bayle	1273	André de Prades	231	Undirected												
188	Ponce d'en Bayle	1334	Ponce de na Rica	231	Undirected												
188	Ponce d'en Bayle	1419	Guillaume Salès	231	Undirected												
188	Ponce d'en Bayle	1451	Pierre Raimond Sartre	231	Undirected												
188	Ponce d'en Bayle	1579	Raimond Verdun	231	Undirected												
316	Aude Bourrel	470	Philippe de Coustaussa	231	Undirected												
316	Aude Bourrel	775	Mathieu Germain	231	Undirected												
316	Aude Bourrel	904	Raimond Isarn	231	Undirected												
316	Aude Bourrel	1025	Raimond Maistre	231	Undirected												
316	Aude Bourrel	1207	Amiel de Perles	231	Undirected												
316	Aude Bourrel	1273	André de Prades	231	Undirected												
316	Aude Bourrel	1334	Ponce de na Rica	231	Undirected												
316	Aude Bourrel	1419	Guillaume Salès	231	Undirected												
316	Aude Bourrel	1451	Pierre Raimond Sartre	231	Undirected												
316	Aude Bourrel	1579	Raimond Verdun	231	Undirected												
470	Philippe de Coustaussa	775	Mathieu Germain	231	Undirected												
470	Philippe de Coustaussa	904	Raimond Isarn	231	Undirected												
470	Philippe de Coustaussa	1025	Raimond Maistre	231	Undirected												
470	Philippe de Coustaussa	1207	Amiel de Perles	231	Undirected				incorrect strictly speaking but can be inferred			m					
470	Philippe de Coustaussa	1273	André de Prades	231	Undirected												
470	Philippe de Coustaussa	1334	Ponce de na Rica	231	Undirected												
470	Philippe de Coustaussa	1419	Guillaume Salès	231	Undirected												
470	Philippe de Coustaussa	1451	Pierre Raimond Sartre	231	Undirected				incorrect here but appears elsewhere			m					
470	Philippe de Coustaussa	1579	Raimond Verdun	231	Undirected												
775	Mathieu Germain	904	Raimond Isarn	231	Undirected												
775	Mathieu Germain	1025	Raimond Maistre	231	Undirected												
775	Mathieu Germain	1207	Amiel de Perles	231	Undirected												
775	Mathieu Germain	1273	André de Prades	231	Undirected												
775	Mathieu Germain	1334	Ponce de na Rica	231	Undirected												
775	Mathieu Germain	1419	Guillaume Salès	231	Undirected												
775	Mathieu Germain	1451	Pierre Raimond Sartre	231	Undirected												
775	Mathieu Germain	1579	Raimond Verdun	231	Undirected												
904	Raimond Isarn	1025	Raimond Maistre	231	Undirected												
904	Raimond Isarn	1207	Amiel de Perles	231	Undirected												
904	Raimond Isarn	1273	André de Prades	231	Undirected												
904	Raimond Isarn	1334	Ponce de na Rica	231	Undirected												
904	Raimond Isarn	1419	Guillaume Salès	231	Undirected												
904	Raimond Isarn	1451	Pierre Raimond Sartre	231	Undirected												
904	Raimond Isarn	1579	Raimond Verdun	231	Undirected												
1025	Raimond Maistre	1207	Amiel de Perles	231	Undirected												
1025	Raimond Maistre	1273	André de Prades	231	Undirected												
1025	Raimond Maistre	1334	Ponce de na Rica	231	Undirected												
1025	Raimond Maistre	1419	Guillaume Salès	231	Undirected												
1025	Raimond Maistre	1451	Pierre Raimond Sartre	231	Undirected												
1025	Raimond Maistre	1579	Raimond Verdun	231	Undirected												
1207	Amiel de Perles	1273	André de Prades	231	Undirected												
1207	Amiel de Perles	1334	Ponce de na Rica	231	Undirected												
1207	Amiel de Perles	1419	Guillaume Salès	231	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	231	Undirected												
1207	Amiel de Perles	1579	Raimond Verdun	231	Undirected												
1273	André de Prades	1334	Ponce de na Rica	231	Undirected												
1273	André de Prades	1419	Guillaume Salès	231	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	231	Undirected												
1273	André de Prades	1579	Raimond Verdun	231	Undirected												
1334	Ponce de na Rica	1419	Guillaume Salès	231	Undirected												
1334	Ponce de na Rica	1451	Pierre Raimond Sartre	231	Undirected												
1334	Ponce de na Rica	1579	Raimond Verdun	231	Undirected												
1419	Guillaume Salès	1451	Pierre Raimond Sartre	231	Undirected												
1419	Guillaume Salès	1579	Raimond Verdun	231	Undirected												
1451	Pierre Raimond Sartre	1579	Raimond Verdun	231	Undirected												
123	Bernard Audouy	139	Pierre Autier	233	Undirected												
123	Bernard Audouy	140	Jacques Autier	233	Undirected												
123	Bernard Audouy	143	Guillaume Autier	233	Undirected												
123	Bernard Audouy	316	Aude Bourrel	233	Undirected												
123	Bernard Audouy	470	Philippe de Coustaussa	233	Undirected												
123	Bernard Audouy	775	Mathieu Germain	233	Undirected												
123	Bernard Audouy	1207	Amiel de Perles	233	Undirected												
123	Bernard Audouy	1273	André de Prades	233	Undirected												
123	Bernard Audouy	1451	Pierre Raimond Sartre	233	Undirected												
